campo|business_term|spiegazione|obbligatorio|numerosità|condizionalità|offset|lunghezza
Identifiant d'adressage|BT-49|IDENTIFIANT||0..1|BR-FR-12 : Adresse électronique de l'acheteur@@@@@@Dès lors que la facture électronique doit être transmise et attend des statuts de cycle de vie en retour, l'adresse électronique de l'Acheteur (BT-49) est OBLIGATOIRE. C'est l'adresse électronique à laquelle la facture est transmise (hors autofactures), ainsi que les statuts de cycle de vie à destination de l'ACHETEUR.@@@@@@Pour information (géré par d'autres règles) : @@@Pour les factures hors autofacturation relevant du périmètre "e-invoicing", cette adresse électronique DOIT être de la forme "SIREN" ou "SIREN_XXX", le SIREN étant celui de l'Acheteur renseigné en BT-47, avec un schemeId (BT-49-1) = 0225.@@@@@@Pour les factures hors périmètre "e-invoicing" ou dans le périmètre "e-invoicing" en autofacturation émises par l'Acheteur, l'adresse électronique de l'Acheteur DOIT être dans un des schemesID de la liste de codes EAS (y compris un email, avec schemeID (BT-49-1) = EM).@@@@@@Pour les factures mises à disposition sur un portail, une adresse email (schemeID (BT-49-1) = EM) de type "noreply@domaineduvendeur" peut être utilisée pour signifier l'absence d'adresse électronique de l'Acheteur.	BR-FR-21 : Adresse électronique de l'acheteur@@@@@@Si la facture contient une note avec Code SUJET(BT-21) = BAR et un contenu (BT-22) = B2B@@@ET@@@Si la facture n'est pas autofacturée (BT-3 pas dans liste ('389', '501', '500', '471', '473', '261', '502')@@@@@@ALORS l'adresse de facturation électronique de l'ACHETEUR (BT-49) doit commencer par le N° SIREN de l'ACHETEUR (BT-47) ET le schemeID de l'adresse (BT-49-1) DOIT être égal à 0225	BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<ACHETEUR> <Identifiant d'adressage>|125
Identifiant du schéma de l'identifiant d'adressage|BT-49-1|IDENTIFIANT|X|1..1|BR-FR-12 : Adresse électronique de l'acheteur@@@@@@Dès lors que la facture électronique doit être transmise et attend des statuts de cycle de vie en retour, l'adresse électronique de l'Acheteur (BT-49) est OBLIGATOIRE. C'est l'adresse électronique à laquelle la facture est transmise (hors autofactures), ainsi que les statuts de cycle de vie à destination de l'ACHETEUR.@@@@@@Pour information (géré par d'autres règles) : @@@Pour les factures hors autofacturation relevant du périmètre "e-invoicing", cette adresse électronique DOIT être de la forme "SIREN" ou "SIREN_XXX", le SIREN étant celui de l'Acheteur renseigné en BT-47, avec un schemeId (BT-49-1) = 0225.@@@@@@Pour les factures hors périmètre "e-invoicing" ou dans le périmètre "e-invoicing" en autofacturation émises par l'Acheteur, l'adresse électronique de l'Acheteur DOIT être dans un des schemesID de la liste de codes EAS (y compris un email, avec schemeID (BT-49-1) = EM).@@@@@@Pour les factures mises à disposition sur un portail, une adresse email (schemeID (BT-49-1) = EM) de type "noreply@domaineduvendeur" peut être utilisée pour signifier l'absence d'adresse électronique de l'Acheteur.	BR-FR-21 : Adresse électronique de l'acheteur@@@@@@Si la facture contient une note avec Code SUJET(BT-21) = BAR et un contenu (BT-22) = B2B@@@ET@@@Si la facture n'est pas autofacturée (BT-3 pas dans liste ('389', '501', '500', '471', '473', '261', '502')@@@@@@ALORS l'adresse de facturation électronique de l'ACHETEUR (BT-49) doit commencer par le N° SIREN de l'ACHETEUR (BT-47) ET le schemeID de l'adresse (BT-49-1) DOIT être égal à 0225	BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<ACHETEUR> <Identifiant d'adressage> <Identifiant du schéma de l'identifiant d'adressage>|
ADRESSE POSTALE DE L'ACHETEUR|BG-8||X|1..1||<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR>|
Adresse de l'acheteur - Ligne 1|BT-50|TEXTE||0..1||<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR> <Adresse de l'acheteur - Ligne 1>|
Adresse de l'acheteur - Ligne 2|BT-51|TEXTE||0..1||<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR> <Adresse de l'acheteur - Ligne 2>|
Adresse de l'acheteur - Ligne 3|BT-163|TEXTE||0..1||<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR> <Adresse de l'acheteur - Ligne 3>|
Localité de l'acheteur|BT-52|TEXTE||0..1||<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR> <Localité de l'acheteur>|
Code postal de l'acheteur|BT-53|TEXTE||0..1||<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR> <Code postal de l'acheteur>|
Subdivision du pays de l'acheteur|BT-54|TEXTE||0..1||<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR> <Subdivision du pays de l'acheteur>|
Code de pays de l'acheteur|BT-55|CODE|X|1..1|BR-FR-MAP-14 : Code Pays@@@@@@Les Codes Pays des DOM/COM ci-dessous doivent être remplacés par FR dans les flux 1 et 10@@@@@@Guyane française (la ) => GF@@@Terres australes françaises (les) TF@@@Guadeloupe (la) => GP@@@Guyana (le) => GY@@@Martinique (la) =>MQ@@@Mayotte => YT@@@Réunion (La) =>RE@@@Saint-Barthélemy => BL@@@Saint-Martin (partie française) => MF@@@Saint-Pierre-et-Miquelon => PM|<ACHETEUR> <ADRESSE POSTALE DE L'ACHETEUR> <Code de pays de l'acheteur>|2
CONTACT DE L’ACHETEUR|BG-9|||0..1||<ACHETEUR> <CONTACT DE L’ACHETEUR>|
Point de contact de l’acheteur|BT-56|TEXTE||0..1||<ACHETEUR> <CONTACT DE L’ACHETEUR> <Point de contact de l’acheteur>|
Numéro de téléphone du contact de l’acheteur|BT-57|TEXTE||0..1||<ACHETEUR> <CONTACT DE L’ACHETEUR> <Numéro de téléphone du contact de l’acheteur>|
Adresse électronique du contact de l’acheteur|BT-58|TEXTE||0..1||<ACHETEUR> <CONTACT DE L’ACHETEUR> <Adresse électronique du contact de l’acheteur>|
AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)|EXT-FR-FE-BG-01|||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)>|
Nom Raison sociale de l'Agent de l'Acheteur|EXT-FR-FE-03|TEXTE|X|1..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Nom Raison sociale de l'Agent de l'Acheteur>|
Code du rôle de l'Agent de l'Acheteur|EXT-FR-FE-04|CODE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Code du rôle de l'Agent de l'Acheteur>|
Appellation commerciale de l'Agent de l'Acheteur|EXT-FR-FE-05|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Appellation commerciale de l'Agent de l'Acheteur>|
Identifiant complémentaire de l'Agent de l'Acheteur|EXT-FR-FE-06|IDENTIFIANT||0..n|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Identifiant complémentaire de l'Agent de l'Acheteur>|
Identifiant du schéma|EXT-FR-FE-07|IDENTIFIANT|X|1..1|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Identifiant complémentaire de l'Agent de l'Acheteur> <Identifiant du schéma>|
Numero de SIREN de l'Agent de l'Acheteur|EXT-FR-FE-08|IDENTIFIANT||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Numero de SIREN de l'Agent de l'Acheteur>|
Identifiant du schéma|EXT-FR-FE-09|IDENTIFIANT|X|1..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Numero de SIREN de l'Agent de l'Acheteur> <Identifiant du schéma>|
Identifiant à la TVA de l'Agent de l'Acheteur|EXT-FR-FE-10|IDENTIFIANT||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Identifiant à la TVA de l'Agent de l'Acheteur>|
Identifiant de schéma fiscal de l'Agent de l'Acheteur|EXT-FR-FE-11|CODE|X|1..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Identifiant à la TVA de l'Agent de l'Acheteur> <Identifiant de schéma fiscal de l'Agent de l'Acheteur>|
Adresse électronique de l'Agent de l'Acheteur|EXT-FR-FE-12|IDENTIFIANT||0..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Adresse électronique de l'Agent de l'Acheteur>|125
Identifiant du schéma de l'adresse électronique de l'Agent de l'Acheteur|EXT-FR-FE-13|IDENTIFIANT|X|1..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <Adresse électronique de l'Agent de l'Acheteur> <Identifiant du schéma de l'adresse électronique de l'Agent de l'Acheteur>|
ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR|EXT-FR-FE-14|||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR>|
Adresse Ligne 1 de l'Agent de l'Acheteur|EXT-FR-FE-15|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR> <Adresse Ligne 1 de l'Agent de l'Acheteur>|
Adresse Ligne 2 de l'Agent de l'Acheteur|EXT-FR-FE-16|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR> <Adresse Ligne 2 de l'Agent de l'Acheteur>|
Adresse Ligne 3 de l'Agent de l'Acheteur|EXT-FR-FE-17|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR> <Adresse Ligne 3 de l'Agent de l'Acheteur>|
Code Postal de l'Agent de l'Acheteur|EXT-FR-FE-18|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR> <Code Postal de l'Agent de l'Acheteur>|
Ville de l'Agent de l'Acheteur|EXT-FR-FE-19|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR> <Ville de l'Agent de l'Acheteur>|
Code subdivision Pays de l'Agent de l'Acheteur|EXT-FR-FE-20|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR> <Code subdivision Pays de l'Agent de l'Acheteur>|
Code Pays de l'Agent de l'Acheteur|EXT-FR-FE-21|CODE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <ADRESSE POSTALE DE L'AGENT DE L'ACHETEUR> <Code Pays de l'Agent de l'Acheteur>|
CONTACT DE L'AGENT DE L'ACHETEUR|EXT-FR-FE-22|||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <CONTACT DE L'AGENT DE L'ACHETEUR>|
Nom Contact de l'Agent de l'Acheteur|EXT-FR-FE-23|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <CONTACT DE L'AGENT DE L'ACHETEUR> <Nom Contact de l'Agent de l'Acheteur>|
Téléphone contact de l'Agent de l'Acheteur|EXT-FR-FE-24|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <CONTACT DE L'AGENT DE L'ACHETEUR> <Téléphone contact de l'Agent de l'Acheteur>|
Email Contact de l'Agent de l'Acheteur|EXT-FR-FE-25|TEXTE||0..1||<AGENT D'ACHETEUR (Agence media, Tiers valideur coté Acheteur)> <CONTACT DE L'AGENT DE L'ACHETEUR> <Email Contact de l'Agent de l'Acheteur>|
BÉNÉFICIAIRE|BG-10|||0..1||<BÉNÉFICIAIRE>|
Nom du bénéficiaire|BT-59|TEXTE|X|1..1||<BÉNÉFICIAIRE> <Nom du bénéficiaire>|
Code du rôle du bénéficiaire|EXT-FR-FE-26|CODE||0..1||<BÉNÉFICIAIRE> <Code du rôle du bénéficiaire>|
Identifiant du complémentaire du bénéficiaire|BT-60|IDENTIFIANT||0..n|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<BÉNÉFICIAIRE> <Identifiant du complémentaire du bénéficiaire>|
Identifiant du schéma|BT-60-1|IDENTIFIANT|X|1..1|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<BÉNÉFICIAIRE> <Identifiant du complémentaire du bénéficiaire> <Identifiant du schéma>|
Identifiant d’enregistrement légal du bénéficiaire|BT-61|IDENTIFIANT||0..1||<BÉNÉFICIAIRE> <Identifiant d’enregistrement légal du bénéficiaire>|
Identifiant du schéma|BT-61-1|IDENTIFIANT|X|1..1||<BÉNÉFICIAIRE> <Identifiant d’enregistrement légal du bénéficiaire> <Identifiant du schéma>|
Identifiant à la TVA du Bénéficiaire|EXT-FR-FE-27|IDENTIFIANT||0..1||<BÉNÉFICIAIRE> <Identifiant à la TVA du Bénéficiaire>|
Identifiant du schéma à la TVA du Bénéficiaire |EXT-FR-FE-28|CODE|X|1..1||<BÉNÉFICIAIRE> <Identifiant à la TVA du Bénéficiaire> <Identifiant du schéma à la TVA du Bénéficiaire >|
Adresse électronique du Bénéficiaire|EXT-FR-FE-29|IDENTIFIANT||0..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<BÉNÉFICIAIRE> <Adresse électronique du Bénéficiaire>|125
Identifiant du schéma de l'adresse électronique du Bénéficiaire|EXT-FR-FE-30|IDENTIFIANT|X|1..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<BÉNÉFICIAIRE> <Adresse électronique du Bénéficiaire> <Identifiant du schéma de l'adresse électronique du Bénéficiaire>|
ADRESSE POSTALE DU BÉNÉFICIAIRE|EXT-FR-FE-31|||0..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE>|
Adresse de Bénéficiaire - Ligne 1|EXT-FR-FE-32|TEXTE||0..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE> <Adresse de Bénéficiaire - Ligne 1>|
Adresse du Bénéficiaire - Ligne 2|EXT-FR-FE-33|TEXTE||0..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE> <Adresse du Bénéficiaire - Ligne 2>|
Adresse du Bénéficiaire - Ligne 3|EXT-FR-FE-34|TEXTE||0..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE> <Adresse du Bénéficiaire - Ligne 3>|
Localité du Bénéficiaire|EXT-FR-FE-35|TEXTE||0..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE> <Localité du Bénéficiaire>|
Code postal du Bénéficiaire|EXT-FR-FE-36|TEXTE||0..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE> <Code postal du Bénéficiaire>|
Subdivision du pays du Bénéficiaire|EXT-FR-FE-37|TEXTE||0..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE> <Subdivision du pays du Bénéficiaire>|
Code de pays du Bénéficiaire|EXT-FR-FE-38|CODE|X|1..1||<BÉNÉFICIAIRE> <ADRESSE POSTALE DU BÉNÉFICIAIRE> <Code de pays du Bénéficiaire>|
CONTACT DU BÉNÉFICIAIRE|EXT-FR-FE-39|||0..1||<BÉNÉFICIAIRE> <CONTACT DU BÉNÉFICIAIRE>|
Point de contact du Bénéficiaire|EXT-FR-FE-40|TEXTE||0..1||<BÉNÉFICIAIRE> <CONTACT DU BÉNÉFICIAIRE> <Point de contact du Bénéficiaire>|
Numéro téléphone contact du Bénéficiaire|EXT-FR-FE-41|TEXTE||0..1||<BÉNÉFICIAIRE> <CONTACT DU BÉNÉFICIAIRE> <Numéro téléphone contact du Bénéficiaire>|
Adresse électronique contact du Bénéficiaire|EXT-FR-FE-42|TEXTE||0..1||<BÉNÉFICIAIRE> <CONTACT DU BÉNÉFICIAIRE> <Adresse électronique contact du Bénéficiaire>|
PAYEUR DE LA FACTURE|EXT-FR-FE-BG-02|||0..1||<PAYEUR DE LA FACTURE>|
Raison sociale du payeur|EXT-FR-FE-43|TEXTE|X|1..1||<PAYEUR DE LA FACTURE> <Raison sociale du payeur>|
Code du rôle du Payeur|EXT-FR-FE-44|CODE||0..1||<PAYEUR DE LA FACTURE> <Code du rôle du Payeur>|
Appellation commerciale du payeur|EXT-FR-FE-45|TEXTE||0..1||<PAYEUR DE LA FACTURE> <Appellation commerciale du payeur>|
Identifiant complémentaire du payeur|EXT-FR-FE-46|IDENTIFIANT||0..n|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<PAYEUR DE LA FACTURE> <Identifiant complémentaire du payeur>|
Identifiant du schéma|EXT-FR-FE-47|IDENTIFIANT|X|1..1|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<PAYEUR DE LA FACTURE> <Identifiant complémentaire du payeur> <Identifiant du schéma>|
Numero de SIREN|EXT-FR-FE-48|IDENTIFIANT||0..1||<PAYEUR DE LA FACTURE> <Numero de SIREN>|
Identifiant du schéma|EXT-FR-FE-49|IDENTIFIANT|X|1..1||<PAYEUR DE LA FACTURE> <Numero de SIREN> <Identifiant du schéma>|
Identifiant à la TVA payeur|EXT-FR-FE-50|IDENTIFIANT||0..1||<PAYEUR DE LA FACTURE> <Identifiant à la TVA payeur>|
Identifiant du schéma à la TVA du payeur|EXT-FR-FE-51|CODE|X|1..1||<PAYEUR DE LA FACTURE> <Identifiant à la TVA payeur> <Identifiant du schéma à la TVA du payeur>|
Adresse électronique du payeur|EXT-FR-FE-52|IDENTIFIANT||0..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<PAYEUR DE LA FACTURE> <Adresse électronique du payeur>|125
Identifiant du schéma de l'adresse électronique du payeur|EXT-FR-FE-53|IDENTIFIANT|X|1..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<PAYEUR DE LA FACTURE> <Adresse électronique du payeur> <Identifiant du schéma de l'adresse électronique du payeur>|
ADRESSE POSTALE DU PAYEUR|EXT-FR-FE-54|||0..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR>|
Adresse de Payeur - Ligne 1|EXT-FR-FE-55|TEXTE||0..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR> <Adresse de Payeur - Ligne 1>|
Adresse du Payeur - Ligne 2|EXT-FR-FE-56|TEXTE||0..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR> <Adresse du Payeur - Ligne 2>|
Adresse du Payeur - Ligne 3|EXT-FR-FE-57|TEXTE||0..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR> <Adresse du Payeur - Ligne 3>|
Localité du Payeur|EXT-FR-FE-58|TEXTE||0..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR> <Localité du Payeur>|
Code postal du Payeur|EXT-FR-FE-59|TEXTE||0..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR> <Code postal du Payeur>|
Subdivision du pays du payeur|EXT-FR-FE-60|TEXTE||0..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR> <Subdivision du pays du payeur>|
Code de pays du payeur|EXT-FR-FE-61|CODE|X|1..1||<PAYEUR DE LA FACTURE> <ADRESSE POSTALE DU PAYEUR> <Code de pays du payeur>|
CONTACT DU PAYEUR|EXT-FR-FE-62|||0..1||<PAYEUR DE LA FACTURE> <CONTACT DU PAYEUR>|
Point de contact du Payeur|EXT-FR-FE-63|TEXTE||0..1||<PAYEUR DE LA FACTURE> <CONTACT DU PAYEUR> <Point de contact du Payeur>|
Numéro téléphone contact du payeur|EXT-FR-FE-64|TEXTE||0..1||<PAYEUR DE LA FACTURE> <CONTACT DU PAYEUR> <Numéro téléphone contact du payeur>|
Adresse électronique contact du payeur|EXT-FR-FE-65|TEXTE||0..1||<PAYEUR DE LA FACTURE> <CONTACT DU PAYEUR> <Adresse électronique contact du payeur>|
AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)|EXT-FR-FE-BG-03|||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)>|
Nom Raison sociale de l'Agent de Vendeur|EXT-FR-FE-66|TEXTE|X|1..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Nom Raison sociale de l'Agent de Vendeur>|
