campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG14/RFF/C506,HEADER,SG14,0540,RFF,Reference,C,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG14/DTM/C507,HEADER,SG14,0550,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
ALC.5463,Allowance or charge qualifier,ALLOWANCE OR CHARGE QUALIFIER (in segment ALC Allowance or charge).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALC/5463,HEADER,SG15,0580,ALC,Allowance or charge,M,1,010,ELEMENT,5463,ALLOWANCE OR CHARGE QUALIFIER,M,an..3,an..3,Allowance or charge qualifier,
ALC.C552,ALC::C552 ALLOWANCE/CHARGE INFORMATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG15/ALC/C552,HEADER,SG15,0580,ALC,Allowance or charge,M,1,020,COMPOSITE,C552,ALLOWANCE/CHARGE INFORMATION,C,,,,
ALC.4471,"Settlement, coded","SETTLEMENT, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALC/4471,HEADER,SG15,0580,ALC,Allowance or charge,M,1,030,ELEMENT,4471,"SETTLEMENT, CODED",C,an..3,an..3,"Settlement, coded",
ALC.1227,"Calculation sequence indicator, coded","CALCULATION SEQUENCE INDICATOR, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALC/1227,HEADER,SG15,0580,ALC,Allowance or charge,M,1,040,ELEMENT,1227,"CALCULATION SEQUENCE INDICATOR, CODED",C,an..3,an..3,"Calculation sequence indicator, coded",
ALC.C214,ALC::C214 SPECIAL SERVICES IDENTIFICATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG15/ALC/C214,HEADER,SG15,0580,ALC,Allowance or charge,M,1,050,COMPOSITE,C214,SPECIAL SERVICES IDENTIFICATION,C,,,,
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG16/RFF/C506,HEADER,SG16,0610,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG16/DTM/C507,HEADER,SG16,0620,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
QTY.C186,QTY::C186 QUANTITY DETAILS,Composite used in segment QTY (Quantity).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG17/QTY/C186,HEADER,SG17,0640,QTY,Quantity,M,1,010,COMPOSITE,C186,QUANTITY DETAILS,M,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG18/PCD/C501,HEADER,SG18,0670,PCD,Percentage details,M,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG19/MOA/C516,HEADER,SG19,0700,MOA,Monetary amount,M,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
RTE.C128,RTE::C128 RATE DETAILS,Composite used in segment RTE (Rate details).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG20/RTE/C128,HEADER,SG20,0730,RTE,Rate details,M,1,010,COMPOSITE,C128,RATE DETAILS,M,,,,
TAX.5283,Duty/tax/fee function qualifier,DUTY/TAX/FEE FUNCTION QUALIFIER (in segment TAX Duty/tax/fee details).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG21/TAX/5283,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,010,ELEMENT,5283,DUTY/TAX/FEE FUNCTION QUALIFIER,M,an..3,an..3,Duty/tax/fee function qualifier,
TAX.C241,TAX::C241 DUTY/TAX/FEE TYPE,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/TAX/C241,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,020,COMPOSITE,C241,DUTY/TAX/FEE TYPE,C,,,,
TAX.C533,TAX::C533 DUTY/TAX/FEE ACCOUNT DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/TAX/C533,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,030,COMPOSITE,C533,DUTY/TAX/FEE ACCOUNT DETAIL,C,,,,
TAX.5286,Duty/tax/fee assessment basis,DUTY/TAX/FEE ASSESSMENT BASIS (in segment TAX Duty/tax/fee details).,NO,1,,,,an..15,/EDIFACT/INVOIC/HEADER/SG21/TAX/5286,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,040,ELEMENT,5286,DUTY/TAX/FEE ASSESSMENT BASIS,C,an..15,an..15,Duty/tax/fee assessment basis,
TAX.C243,TAX::C243 DUTY/TAX/FEE DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/TAX/C243,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,050,COMPOSITE,C243,DUTY/TAX/FEE DETAIL,C,,,,
TAX.5305,"Duty/tax/fee category, coded","DUTY/TAX/FEE CATEGORY, CODED (in segment TAX Duty/tax/fee details).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG21/TAX/5305,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,060,ELEMENT,5305,"DUTY/TAX/FEE CATEGORY, CODED",C,an..3,an..3,"Duty/tax/fee category, coded",
TAX.3446,Party tax identification number,PARTY TAX IDENTIFICATION NUMBER (in segment TAX Duty/tax/fee details).,NO,1,,,,an..20,/EDIFACT/INVOIC/HEADER/SG21/TAX/3446,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,070,ELEMENT,3446,PARTY TAX IDENTIFICATION NUMBER,C,an..20,an..20,Party tax identification number,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/MOA/C516,HEADER,SG21,0770,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
RCS.7293,Sector/subject identification qualifier,SECTOR/SUBJECT IDENTIFICATION QUALIFIER (in segment RCS Requirements and conditions).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG22/RCS/7293,HEADER,SG22,0790,RCS,Requirements and conditions,M,1,010,ELEMENT,7293,SECTOR/SUBJECT IDENTIFICATION QUALIFIER,M,an..3,an..3,Sector/subject identification qualifier,
RCS.C550,RCS::C550 REQUIREMENT/CONDITION IDENTIFICATION,Composite used in segment RCS (Requirements and conditions).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG22/RCS/C550,HEADER,SG22,0790,RCS,Requirements and conditions,M,1,020,COMPOSITE,C550,REQUIREMENT/CONDITION IDENTIFICATION,C,,,,
RCS.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment RCS Requirements and conditions).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG22/RCS/1229,HEADER,SG22,0790,RCS,Requirements and conditions,M,1,030,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG22/RFF/C506,HEADER,SG22,0800,RFF,Reference,C,5,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG22/DTM/C507,HEADER,SG22,0810,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
AJT.4465,"Adjustment reason, coded","ADJUSTMENT REASON, CODED (in segment AJT Adjustment details).",SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG23/AJT/4465,HEADER,SG23,0840,AJT,Adjustment details,M,1,010,ELEMENT,4465,"ADJUSTMENT REASON, CODED",M,an..3,an..3,"Adjustment reason, coded",
AJT.1082,Line item number,LINE ITEM NUMBER (in segment AJT Adjustment details).,NO,1,,,,n..6,/EDIFACT/INVOIC/HEADER/SG23/AJT/1082,HEADER,SG23,0840,AJT,Adjustment details,M,1,020,ELEMENT,1082,LINE ITEM NUMBER,C,n..6,n..6,Line item number,
INP.C849,INP::C849 PARTIES TO INSTRUCTION,Composite used in segment INP (Parties to instruction).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG24/INP/C849,HEADER,SG24,0870,INP,Parties to instruction,M,1,010,COMPOSITE,C849,PARTIES TO INSTRUCTION,C,,,,
INP.C522,INP::C522 INSTRUCTION,Composite used in segment INP (Parties to instruction).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG24/INP/C522,HEADER,SG24,0870,INP,Parties to instruction,M,1,020,COMPOSITE,C522,INSTRUCTION,C,,,,
INP.C850,INP::C850 STATUS OF INSTRUCTION,Composite used in segment INP (Parties to instruction).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG24/INP/C850,HEADER,SG24,0870,INP,Parties to instruction,M,1,030,COMPOSITE,C850,STATUS OF INSTRUCTION,C,,,,
INP.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment INP Parties to instruction).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG24/INP/1229,HEADER,SG24,0870,INP,Parties to instruction,M,1,040,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
LIN.1082,Line item number,LINE ITEM NUMBER (in segment LIN Line item).,NO,1,,,,n..6,/EDIFACT/INVOIC/DETAIL//LIN/1082,DETAIL,,0900,LIN,Line item,M,1,010,ELEMENT,1082,LINE ITEM NUMBER,C,n..6,n..6,Line item number,
LIN.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment LIN Line item).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//LIN/1229,DETAIL,,0900,LIN,Line item,M,1,020,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
LIN.C212,LIN::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment LIN (Line item).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//LIN/C212,DETAIL,,0900,LIN,Line item,M,1,030,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
LIN.C829,LIN::C829 SUB-LINE INFORMATION,Composite used in segment LIN (Line item).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//LIN/C829,DETAIL,,0900,LIN,Line item,M,1,040,COMPOSITE,C829,SUB-LINE INFORMATION,C,,,,
LIN.1222,Configuration level,CONFIGURATION LEVEL (in segment LIN Line item).,NO,1,,,,n..2,/EDIFACT/INVOIC/DETAIL//LIN/1222,DETAIL,,0900,LIN,Line item,M,1,050,ELEMENT,1222,CONFIGURATION LEVEL,C,n..2,n..2,Configuration level,
LIN.7083,"Configuration, coded","CONFIGURATION, CODED (in segment LIN Line item).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//LIN/7083,DETAIL,,0900,LIN,Line item,M,1,060,ELEMENT,7083,"CONFIGURATION, CODED",C,an..3,an..3,"Configuration, coded",
PIA.4347,Product id. function qualifier,PRODUCT ID. FUNCTION QUALIFIER (in segment PIA Additional product id).,SI,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/4347,DETAIL,,0910,PIA,Additional product id,C,25,010,ELEMENT,4347,PRODUCT ID. FUNCTION QUALIFIER,M,an..3,an..3,Product id. function qualifier,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,SI,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,020,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,M,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,030,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,040,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,050,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,060,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.1082,Line item number,LINE ITEM NUMBER (in segment PIA Additional product id).,NO,25,,,,n..6,/EDIFACT/INVOIC/DETAIL//PIA/1082,DETAIL,,0910,PIA,Additional product id,C,25,010,ELEMENT,1082,LINE ITEM NUMBER,C,n..6,n..6,Line item number,
PIA.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/1229,DETAIL,,0910,PIA,Additional product id,C,25,020,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
PIA.C292,PIA::C292 PRICE CHANGE INFORMATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C292,DETAIL,,0910,PIA,Additional product id,C,25,030,COMPOSITE,C292,PRICE CHANGE INFORMATION,C,,,,
PIA.7011,"Article availability, coded","ARTICLE AVAILABILITY, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/7011,DETAIL,,0910,PIA,Additional product id,C,25,040,ELEMENT,7011,"ARTICLE AVAILABILITY, CODED",C,an..3,an..3,"Article availability, coded",
PIA.5495,"Sub-line indicator, coded","SUB-LINE INDICATOR, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/5495,DETAIL,,0910,PIA,Additional product id,C,25,050,ELEMENT,5495,"SUB-LINE INDICATOR, CODED",C,an..3,an..3,"Sub-line indicator, coded",
PIA.1222,Configuration level,CONFIGURATION LEVEL (in segment PIA Additional product id).,NO,25,,,,n..2,/EDIFACT/INVOIC/DETAIL//PIA/1222,DETAIL,,0910,PIA,Additional product id,C,25,060,ELEMENT,1222,CONFIGURATION LEVEL,C,n..2,n..2,Configuration level,
PIA.7083,"Configuration, coded","CONFIGURATION, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/7083,DETAIL,,0910,PIA,Additional product id,C,25,070,ELEMENT,7083,"CONFIGURATION, CODED",C,an..3,an..3,"Configuration, coded",
IMD.7077,"Item description type, coded","ITEM DESCRIPTION TYPE, CODED (in segment IMD Item description).",NO,10,,,,an..3,/EDIFACT/INVOIC/DETAIL//IMD/7077,DETAIL,,0920,IMD,Item description,C,10,010,ELEMENT,7077,"ITEM DESCRIPTION TYPE, CODED",C,an..3,an..3,"Item description type, coded",B=Code and text | C=Code (from industry code list) | F=Free-form | S=Structured (from industry code list) | X=Semi-structured (code + text)
IMD.7081,"Item characteristic, coded","ITEM CHARACTERISTIC, CODED (in segment IMD Item description).",NO,10,,,,an..3,/EDIFACT/INVOIC/DETAIL//IMD/7081,DETAIL,,0920,IMD,Item description,C,10,020,ELEMENT,7081,"ITEM CHARACTERISTIC, CODED",C,an..3,an..3,"Item characteristic, coded",A=Added to the configuration | D=Deleted from the configuration | I=Included in the configuration
IMD.C273,IMD::C273 ITEM DESCRIPTION,Composite used in segment IMD (Item description).,NO,10,,,,,/EDIFACT/INVOIC/DETAIL//IMD/C273,DETAIL,,0920,IMD,Item description,C,10,030,COMPOSITE,C273,ITEM DESCRIPTION,C,,,,
IMD.7383,"Surface/layer indicator, coded","SURFACE/LAYER INDICATOR, CODED (in segment IMD Item description).",NO,10,,,,an..3,/EDIFACT/INVOIC/DETAIL//IMD/7383,DETAIL,,0920,IMD,Item description,C,10,040,ELEMENT,7383,"SURFACE/LAYER INDICATOR, CODED",C,an..3,an..3,"Surface/layer indicator, coded",
QTY.C186,QTY::C186 QUANTITY DETAILS,Composite used in segment QTY (Quantity).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL//QTY/C186,DETAIL,,0940,QTY,Quantity,C,5,010,COMPOSITE,C186,QUANTITY DETAILS,M,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL//PCD/C501,DETAIL,,0950,PCD,Percentage details,C,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,35,,,,,/EDIFACT/INVOIC/DETAIL//DTM/C507,DETAIL,,0970,DTM,Date/time/period,C,35,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG26/MOA/C516,DETAIL,SG26,1040,MOA,Monetary amount,M,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
CUX.C504,CUX::C504 CURRENCY DETAILS,Composite used in segment CUX (Currencies).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG26/CUX/C504,DETAIL,SG26,1050,CUX,Currencies,C,1,010,COMPOSITE,C504,CURRENCY DETAILS,C,,,,
CUX.C504,CUX::C504 CURRENCY DETAILS,Composite used in segment CUX (Currencies).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG26/CUX/C504,DETAIL,SG26,1050,CUX,Currencies,C,1,020,COMPOSITE,C504,CURRENCY DETAILS,C,,,,
CUX.5402,Rate of exchange,RATE OF EXCHANGE (in segment CUX Currencies).,NO,1,,,,n..12,/EDIFACT/INVOIC/DETAIL/SG26/CUX/5402,DETAIL,SG26,1050,CUX,Currencies,C,1,030,ELEMENT,5402,RATE OF EXCHANGE,C,n..12,n..12,Rate of exchange,
CUX.6341,"Currency market exchange, coded","CURRENCY MARKET EXCHANGE, CODED (in segment CUX Currencies).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG26/CUX/6341,DETAIL,SG26,1050,CUX,Currencies,C,1,040,ELEMENT,6341,"CURRENCY MARKET EXCHANGE, CODED",C,an..3,an..3,"Currency market exchange, coded",
PAT.4279,Payment terms type qualifier,PAYMENT TERMS TYPE QUALIFIER (in segment PAT Payment terms basis).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG27/PAT/4279,DETAIL,SG27,1070,PAT,Payment terms basis,M,1,010,ELEMENT,4279,PAYMENT TERMS TYPE QUALIFIER,M,an..3,an..3,Payment terms type qualifier,
PAT.C110,PAT::C110 PAYMENT TERMS,Composite used in segment PAT (Payment terms basis).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/PAT/C110,DETAIL,SG27,1070,PAT,Payment terms basis,M,1,020,COMPOSITE,C110,PAYMENT TERMS,C,,,,
PAT.C112,PAT::C112 TERMS/TIME INFORMATION,Composite used in segment PAT (Payment terms basis).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/PAT/C112,DETAIL,SG27,1070,PAT,Payment terms basis,M,1,030,COMPOSITE,C112,TERMS/TIME INFORMATION,C,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG27/DTM/C507,DETAIL,SG27,1080,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/PCD/C501,DETAIL,SG27,1090,PCD,Percentage details,C,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/MOA/C516,DETAIL,SG27,1100,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
PRI.C509,PRI::C509 PRICE INFORMATION,Composite used in segment PRI (Price details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/PRI/C509,DETAIL,SG28,1120,PRI,Price details,M,1,010,COMPOSITE,C509,PRICE INFORMATION,C,,,,
PRI.5213,"Sub-line price change, coded","SUB-LINE PRICE CHANGE, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/5213,DETAIL,SG28,1120,PRI,Price details,M,1,020,ELEMENT,5213,"SUB-LINE PRICE CHANGE, CODED",C,an..3,an..3,"Sub-line price change, coded",
PRI.4407,"Sample process status, coded","SAMPLE PROCESS STATUS, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/4407,DETAIL,SG28,1120,PRI,Price details,M,1,010,ELEMENT,4407,"SAMPLE PROCESS STATUS, CODED",C,an..3,an..3,"Sample process status, coded",
PRI.7039,"Sample selection method, coded","SAMPLE SELECTION METHOD, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/7039,DETAIL,SG28,1120,PRI,Price details,M,1,020,ELEMENT,7039,"SAMPLE SELECTION METHOD, CODED",C,an..3,an..3,"Sample selection method, coded",
PRI.C526,PRI::C526 FREQUENCY DETAILS,Composite used in segment PRI (Price details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/PRI/C526,DETAIL,SG28,1120,PRI,Price details,M,1,030,COMPOSITE,C526,FREQUENCY DETAILS,C,,,,
PRI.7045,"Sample description, coded","SAMPLE DESCRIPTION, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/7045,DETAIL,SG28,1120,PRI,Price details,M,1,040,ELEMENT,7045,"SAMPLE DESCRIPTION, CODED",C,an..3,an..3,"Sample description, coded",
PRI.7047,"Sample direction, coded","SAMPLE DIRECTION, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/7047,DETAIL,SG28,1120,PRI,Price details,M,1,050,ELEMENT,7047,"SAMPLE DIRECTION, CODED",C,an..3,an..3,"Sample direction, coded",
PRI.C514,PRI::C514 SAMPLE LOCATION DETAILS,Composite used in segment PRI (Price details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/PRI/C514,DETAIL,SG28,1120,PRI,Price details,M,1,060,COMPOSITE,C514,SAMPLE LOCATION DETAILS,C,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG28/DTM/C507,DETAIL,SG28,1150,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG29/RFF/C506,DETAIL,SG29,1170,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG29/DTM/C507,DETAIL,SG29,1180,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
PAC.7224,Number of packages,NUMBER OF PACKAGES (in segment PAC Package).,NO,1,,,,n..8,/EDIFACT/INVOIC/DETAIL/SG30/PAC/7224,DETAIL,SG30,1200,PAC,Package,M,1,010,ELEMENT,7224,NUMBER OF PACKAGES,C,n..8,n..8,Number of packages,
PAC.C531,PAC::C531 PACKAGING DETAILS,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C531,DETAIL,SG30,1200,PAC,Package,M,1,020,COMPOSITE,C531,PACKAGING DETAILS,C,,,,
PAC.C202,PAC::C202 PACKAGE TYPE,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C202,DETAIL,SG30,1200,PAC,Package,M,1,030,COMPOSITE,C202,PACKAGE TYPE,C,,,,
PAC.C402,PAC::C402 PACKAGE TYPE IDENTIFICATION,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C402,DETAIL,SG30,1200,PAC,Package,M,1,040,COMPOSITE,C402,PACKAGE TYPE IDENTIFICATION,C,,,,
PAC.C532,PAC::C532 RETURNABLE PACKAGE DETAILS,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C532,DETAIL,SG30,1200,PAC,Package,M,1,050,COMPOSITE,C532,RETURNABLE PACKAGE DETAILS,C,,,,
PCI.4233,"Marking instructions, coded","MARKING INSTRUCTIONS, CODED (in segment PCI Package identification).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG31/PCI/4233,DETAIL,SG31,1230,PCI,Package identification,M,1,010,ELEMENT,4233,"MARKING INSTRUCTIONS, CODED",C,an..3,an..3,"Marking instructions, coded",ZZZ=Mutually defined | A=Payable elsewhere | B=Third party to pay | C=Collect | P=Prepaid
PCI.C210,PCI::C210 MARKS & LABELS,Composite used in segment PCI (Package identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG31/PCI/C210,DETAIL,SG31,1230,PCI,Package identification,M,1,020,COMPOSITE,C210,MARKS & LABELS,C,,,,
PCI.8275,"Container/package status, coded","CONTAINER/PACKAGE STATUS, CODED (in segment PCI Package identification).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG31/PCI/8275,DETAIL,SG31,1230,PCI,Package identification,M,1,030,ELEMENT,8275,"CONTAINER/PACKAGE STATUS, CODED",C,an..3,an..3,"Container/package status, coded",
