campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
FTX.4451,Text subject qualifier,TEXT SUBJECT QUALIFIER (in segment FTX Free text).,SI,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG24/FTX/4451,HEADER,SG24,0880,FTX,Free text,C,5,010,ELEMENT,4451,TEXT SUBJECT QUALIFIER,M,an..3,an..3,Text subject qualifier,"AAA=Goods description | AAB=Terms of payments | AAC=Dangerous goods additional information | AAD=Dangerous goods, technical name | AAE=Acknowledgement description | AAF=Rate additional information | AAG=Party instructions | AAH=Customs information | AAI=General information | AAJ=Additional conditions of sale/purchase | AAK=Price conditions | AAL=Goods dimensions in characters | AAM=Equipment re-usage restrictions | AAN=Handling restriction | AAO=Error description (free text) | AAP=Response (free text) | AAQ=Package content's description | AAR=Terms of delivery | AAS=Bill of lading remarks | AAT=Mode of settlement information | AAU=Consignment invoice information | AAV=Clearance invoice information | AAW=Letter of credit information | AAX=License information | AAY=Certification statements | AAZ=Additional export information | ABA=Tariff statements | ABC=Conditions of sale or purchase | ABD=Nature of transaction | ABE=Additional terms and/or conditions (documentary credit) | ABF=Instructions or information about standby documentary credit | ABG=Instructions or information about partial shipment(s) | ABH=Instructions or information about transhipment(s) | ABI=Additional handling instructions documentary credit | ABJ=Domestic routing information | ABK=Chargeable category of equipment | ABL=Government information | ABM=Onward routing information | ABN=Accounting information | ABO=Discrepancy information | ABP=Confirmation instructions | ABQ=Method of issuance | ABR=Documents delivery instructions | ABS=Additional conditions | ABT=Information/instructions about additional amounts covered | ABU=Deferred payment termed additional | ABV=Acceptance terms additional | ABW=Negotiation terms additional | ABX=Document name and documentary requirements | ABY=Regulatory information | ABZ=Instructions/information about revolving documentary credit | ACA=Documentary requirements | ACB=Additional information | ACC=Factor assignment clause | ACD=Reason | ACE=Dispute | ACF=Additional attribute information | ACG=Absence declaration | ACH=Aggregation statement | ACI=Compilation statement | ACJ=Definitional exception | ACK=Privacy statement | ACL=Quality statement | ACM=Statistical description | ACN=Statistical definition | ACO=Statistical name | ACP=Statistical title | ACQ=Off-dimension information | ACR=Unexpected stops information | ACS=Principles | ACT=Terms and definition | ACU=Segment name | ACV=Simple data element name | ACW=Scope | ACX=Message type name | ACY=Introduction | ACZ=Glossary | ADA=Functional definition | ADB=Examples | ADC=Cover page | ADE=Code value name | ADF=Code list name | ADG=Clarification of usage | ADH=Composite data element name | ADI=Field of application | ALC=Allowance/charge information | ALL=All documents | ARR=Arrival conditions | AUT=Authentication | BLC=Bill of lading clause | BLR=Transport document remarks | CCI=Customs clearance instructions | CEX=Customs clearance instructions export | CHG=Change information | CIP=Customs clearance instruction import | CLP=Clearance place requested | CLR=Loading remarks | COI=Order information | CUR=Customer remarks | CUS=Customs declaration information | DAR=Damage remarks | DCL=Declaration | DEL=Delivery information | DIN=Delivery instructions | DOC=Documentation instructions | DUT=Duty declaration | EUR=Effective used routing | FBC=First block to be printed on the transport contract | GBL=Government bill of lading information | GEN=Entire transaction set | GS7=Further information concerning GGVS par. 7 | HAN=Handling instructions | HAZ=Hazard information | ICN=Information for consignee | IIN=Insurance instructions | IMI=Invoice mailing instructions | IND=Commercial invoice item description | INS=Insurance information | INV=Invoice instruction | IRP=Information for railway purpose | ITR=Inland transport details | ITS=Testing instructions | LIN=Line item | LOI=Loading instruction | MCO=Miscellaneous charge order | MKS=Additional marks/numbers information | ORI=Order instruction | OSI=Other service information | PAC=Packing/marking information | PAI=Payment instructions information | PAY=Payables information | PKG=Packaging information | PKT=Packaging terms information | PMD=Payment detail/remittance information | PMT=Payment information | PRD=Product information | PRF=Price calculation formula | PRI=Priority information | PUR=Purchasing information | QIN=Quarantine instructions | QQD=Quality demands/requirements | QUT=Quotation instruction/information | RAH=Risk and handling information | REG=Regulatory information | RET=Return to origin information | REV=Receivables | RQR=Requested routes/routing instructions | RQT=Tariffs and route requested | SAF=Safety information | SIC=Sender's instruction to carrier | SIN=Special instructions | SLR=Ship line requested | SPA=Special permission for transport, generally | SPG=Special permission concerning the goods to be transported | SPH=Special handling | SPP=Special permission concerning package | SPT=Special permission concerning transport means | SRN=Subsidiary risk number (IATA/DGR) | SSR=Special service request | SUR=Supplier remarks | TCA=Tariff and class applied | TDT=Transport details remarks | TRA=Transportation information | TRR=Requested tariff | TXD=Tax declaration | WHI=Warehouse instruction/information | ZZZ=Mutually defined | B=Back order only if new item (book industry - not yet | F=Factory ship | N=No back order | W=Warehouse ship | Y=Back order if out of stock | BK=Ship partial - balance back order | CD=Cancel if not delivered by date | DA=Do not deliver after | DB=Do not deliver before | DD=Deliver on date | IS=Substitute item | P1=No schedule established | P2=Ship as soon as possible | SC=Ship complete order | SF=Ship partial, if no freight rate increase | SP=Ship partial - balance cancel"
FTX.4453,"Text function, coded","TEXT FUNCTION, CODED (in segment FTX Free text).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG24/FTX/4453,HEADER,SG24,0880,FTX,Free text,C,5,020,ELEMENT,4453,"TEXT FUNCTION, CODED",C,an..3,an..3,"Text function, coded",
FTX.C107,FTX::C107 TEXT REFERENCE,Composite used in segment FTX (Free text).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG24/FTX/C107,HEADER,SG24,0880,FTX,Free text,C,5,030,COMPOSITE,C107,TEXT REFERENCE,C,,,,
FTX.C108,FTX::C108 TEXT LITERAL,Composite used in segment FTX (Free text).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG24/FTX/C108,HEADER,SG24,0880,FTX,Free text,C,5,040,COMPOSITE,C108,TEXT LITERAL,C,,,,
FTX.3453,"Language, coded","LANGUAGE, CODED (in segment FTX Free text).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG24/FTX/3453,HEADER,SG24,0880,FTX,Free text,C,5,050,ELEMENT,3453,"LANGUAGE, CODED",C,an..3,an..3,"Language, coded",
LIN.1082,Line item number,LINE ITEM NUMBER (in segment LIN Line item).,NO,1,,,,n..6,/EDIFACT/INVOIC/DETAIL//LIN/1082,DETAIL,,0900,LIN,Line item,M,1,010,ELEMENT,1082,LINE ITEM NUMBER,C,n..6,n..6,Line item number,
LIN.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment LIN Line item).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//LIN/1229,DETAIL,,0900,LIN,Line item,M,1,020,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
LIN.C212,LIN::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment LIN (Line item).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//LIN/C212,DETAIL,,0900,LIN,Line item,M,1,030,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
LIN.C829,LIN::C829 SUB-LINE INFORMATION,Composite used in segment LIN (Line item).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//LIN/C829,DETAIL,,0900,LIN,Line item,M,1,040,COMPOSITE,C829,SUB-LINE INFORMATION,C,,,,
LIN.1222,Configuration level,CONFIGURATION LEVEL (in segment LIN Line item).,NO,1,,,,n..2,/EDIFACT/INVOIC/DETAIL//LIN/1222,DETAIL,,0900,LIN,Line item,M,1,050,ELEMENT,1222,CONFIGURATION LEVEL,C,n..2,n..2,Configuration level,
LIN.7083,"Configuration, coded","CONFIGURATION, CODED (in segment LIN Line item).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//LIN/7083,DETAIL,,0900,LIN,Line item,M,1,060,ELEMENT,7083,"CONFIGURATION, CODED",C,an..3,an..3,"Configuration, coded",
PIA.4347,Product id. function qualifier,PRODUCT ID. FUNCTION QUALIFIER (in segment PIA Additional product id).,SI,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/4347,DETAIL,,0910,PIA,Additional product id,C,25,010,ELEMENT,4347,PRODUCT ID. FUNCTION QUALIFIER,M,an..3,an..3,Product id. function qualifier,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,SI,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,020,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,M,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,030,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,040,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,050,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.C212,PIA::C212 ITEM NUMBER IDENTIFICATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C212,DETAIL,,0910,PIA,Additional product id,C,25,060,COMPOSITE,C212,ITEM NUMBER IDENTIFICATION,C,,,,
PIA.1082,Line item number,LINE ITEM NUMBER (in segment PIA Additional product id).,NO,25,,,,n..6,/EDIFACT/INVOIC/DETAIL//PIA/1082,DETAIL,,0910,PIA,Additional product id,C,25,010,ELEMENT,1082,LINE ITEM NUMBER,C,n..6,n..6,Line item number,
PIA.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/1229,DETAIL,,0910,PIA,Additional product id,C,25,020,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
PIA.C292,PIA::C292 PRICE CHANGE INFORMATION,Composite used in segment PIA (Additional product id).,NO,25,,,,,/EDIFACT/INVOIC/DETAIL//PIA/C292,DETAIL,,0910,PIA,Additional product id,C,25,030,COMPOSITE,C292,PRICE CHANGE INFORMATION,C,,,,
PIA.7011,"Article availability, coded","ARTICLE AVAILABILITY, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/7011,DETAIL,,0910,PIA,Additional product id,C,25,040,ELEMENT,7011,"ARTICLE AVAILABILITY, CODED",C,an..3,an..3,"Article availability, coded",
PIA.5495,"Sub-line indicator, coded","SUB-LINE INDICATOR, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/5495,DETAIL,,0910,PIA,Additional product id,C,25,050,ELEMENT,5495,"SUB-LINE INDICATOR, CODED",C,an..3,an..3,"Sub-line indicator, coded",
PIA.1222,Configuration level,CONFIGURATION LEVEL (in segment PIA Additional product id).,NO,25,,,,n..2,/EDIFACT/INVOIC/DETAIL//PIA/1222,DETAIL,,0910,PIA,Additional product id,C,25,060,ELEMENT,1222,CONFIGURATION LEVEL,C,n..2,n..2,Configuration level,
PIA.7083,"Configuration, coded","CONFIGURATION, CODED (in segment PIA Additional product id).",NO,25,,,,an..3,/EDIFACT/INVOIC/DETAIL//PIA/7083,DETAIL,,0910,PIA,Additional product id,C,25,070,ELEMENT,7083,"CONFIGURATION, CODED",C,an..3,an..3,"Configuration, coded",
IMD.7077,"Item description type, coded","ITEM DESCRIPTION TYPE, CODED (in segment IMD Item description).",NO,10,,,,an..3,/EDIFACT/INVOIC/DETAIL//IMD/7077,DETAIL,,0920,IMD,Item description,C,10,010,ELEMENT,7077,"ITEM DESCRIPTION TYPE, CODED",C,an..3,an..3,"Item description type, coded",B=Code and text | C=Code (from industry code list) | F=Free-form | S=Structured (from industry code list) | X=Semi-structured (code + text)
IMD.7081,"Item characteristic, coded","ITEM CHARACTERISTIC, CODED (in segment IMD Item description).",NO,10,,,,an..3,/EDIFACT/INVOIC/DETAIL//IMD/7081,DETAIL,,0920,IMD,Item description,C,10,020,ELEMENT,7081,"ITEM CHARACTERISTIC, CODED",C,an..3,an..3,"Item characteristic, coded",A=Added to the configuration | D=Deleted from the configuration | I=Included in the configuration
IMD.C273,IMD::C273 ITEM DESCRIPTION,Composite used in segment IMD (Item description).,NO,10,,,,,/EDIFACT/INVOIC/DETAIL//IMD/C273,DETAIL,,0920,IMD,Item description,C,10,030,COMPOSITE,C273,ITEM DESCRIPTION,C,,,,
IMD.7383,"Surface/layer indicator, coded","SURFACE/LAYER INDICATOR, CODED (in segment IMD Item description).",NO,10,,,,an..3,/EDIFACT/INVOIC/DETAIL//IMD/7383,DETAIL,,0920,IMD,Item description,C,10,040,ELEMENT,7383,"SURFACE/LAYER INDICATOR, CODED",C,an..3,an..3,"Surface/layer indicator, coded",
MEA.6311,Measurement application qualifier,MEASUREMENT APPLICATION QUALIFIER (in segment MEA Measurements).,SI,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//MEA/6311,DETAIL,,0930,MEA,Measurements,C,5,010,ELEMENT,6311,MEASUREMENT APPLICATION QUALIFIER,M,an..3,an..3,Measurement application qualifier,AAA=Line item measurement | AAU=Package | AAV=Person | AAX=Consignment measurement | AAY=Package measurement | AAZ=Handling unit measurement | ABA=Unit of measure used for ordered quantities | CT=Counts | DEN=Density | LGL=Length limitations | VOL=Volume | WT=Weights
MEA.C502,MEA::C502 MEASUREMENT DETAILS,Composite used in segment MEA (Measurements).,NO,5,,,,,/EDIFACT/INVOIC/DETAIL//MEA/C502,DETAIL,,0930,MEA,Measurements,C,5,020,COMPOSITE,C502,MEASUREMENT DETAILS,C,,,,
MEA.C174,MEA::C174 VALUE/RANGE,Composite used in segment MEA (Measurements).,NO,5,,,,,/EDIFACT/INVOIC/DETAIL//MEA/C174,DETAIL,,0930,MEA,Measurements,C,5,030,COMPOSITE,C174,VALUE/RANGE,C,,,,
MEA.7383,"Surface/layer indicator, coded","SURFACE/LAYER INDICATOR, CODED (in segment MEA Measurements).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//MEA/7383,DETAIL,,0930,MEA,Measurements,C,5,040,ELEMENT,7383,"SURFACE/LAYER INDICATOR, CODED",C,an..3,an..3,"Surface/layer indicator, coded",
QTY.C186,QTY::C186 QUANTITY DETAILS,Composite used in segment QTY (Quantity).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL//QTY/C186,DETAIL,,0940,QTY,Quantity,C,5,010,COMPOSITE,C186,QUANTITY DETAILS,M,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL//PCD/C501,DETAIL,,0950,PCD,Percentage details,C,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
ALI.3239,"Country of origin, coded","COUNTRY OF ORIGIN, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//ALI/3239,DETAIL,,0960,ALI,Additional information,C,5,010,ELEMENT,3239,"COUNTRY OF ORIGIN, CODED",C,an..3,an..3,"Country of origin, coded",
ALI.9213,"Type of duty regime, coded","TYPE OF DUTY REGIME, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//ALI/9213,DETAIL,,0960,ALI,Additional information,C,5,020,ELEMENT,9213,"TYPE OF DUTY REGIME, CODED",C,an..3,an..3,"Type of duty regime, coded",
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//ALI/4183,DETAIL,,0960,ALI,Additional information,C,5,030,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//ALI/4183,DETAIL,,0960,ALI,Additional information,C,5,040,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//ALI/4183,DETAIL,,0960,ALI,Additional information,C,5,050,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//ALI/4183,DETAIL,,0960,ALI,Additional information,C,5,060,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//ALI/4183,DETAIL,,0960,ALI,Additional information,C,5,070,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,35,,,,,/EDIFACT/INVOIC/DETAIL//DTM/C507,DETAIL,,0970,DTM,Date/time/period,C,35,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
GIN.7405,Identity number qualifier,IDENTITY NUMBER QUALIFIER (in segment GIN Goods identity number).,SI,1000,,,,an..3,/EDIFACT/INVOIC/DETAIL//GIN/7405,DETAIL,,0980,GIN,Goods identity number,C,1000,010,ELEMENT,7405,IDENTITY NUMBER QUALIFIER,M,an..3,an..3,Identity number qualifier,AA=House bill of lading | AB=1st structure element name | AC=2nd structure element name | AD=3rd structure element name | AE=4th structure element name | AF=5th structure element name | AG=6th structure element name | AH=7th structure element name | AI=8th structure element name | AJ=9th structure element name | AK=Data set | AL=Kanban card number | AM=Level number | AN=Manufacturing reference number | AO=Position number in package | AP=Product | AQ=Release number | AR=Statistical concept | AS=Table | AT=Transport packing group number | AU=Value list | AV=Value list subset | AW=Serial shipping container code | BE=Batch excluded | BN=Serial number | BX=Batch number | CN=Chassis number | EE=Engine number | EM=Emulsion number | IL=Invoice line number | ML=Marking/label number | PN=Part number | SC=Secondary Customs tariff number | VV=Vehicle identity number | ZZZ=Mutually defined
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,SI,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIN/C208,DETAIL,,0980,GIN,Goods identity number,C,1000,020,COMPOSITE,C208,IDENTITY NUMBER RANGE,M,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIN/C208,DETAIL,,0980,GIN,Goods identity number,C,1000,030,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIN/C208,DETAIL,,0980,GIN,Goods identity number,C,1000,040,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIN/C208,DETAIL,,0980,GIN,Goods identity number,C,1000,050,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIN/C208,DETAIL,,0980,GIN,Goods identity number,C,1000,060,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
GIR.7297,Set identification qualifier,SET IDENTIFICATION QUALIFIER (in segment GIR Related identification numbers).,SI,1000,,,,an..3,/EDIFACT/INVOIC/DETAIL//GIR/7297,DETAIL,,0990,GIR,Related identification numbers,C,1000,010,ELEMENT,7297,SET IDENTIFICATION QUALIFIER,M,an..3,an..3,Set identification qualifier,
GIR.C206,GIR::C206 IDENTIFICATION NUMBER,Composite used in segment GIR (Related identification numbers).,SI,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIR/C206,DETAIL,,0990,GIR,Related identification numbers,C,1000,020,COMPOSITE,C206,IDENTIFICATION NUMBER,M,,,,
GIR.C206,GIR::C206 IDENTIFICATION NUMBER,Composite used in segment GIR (Related identification numbers).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIR/C206,DETAIL,,0990,GIR,Related identification numbers,C,1000,030,COMPOSITE,C206,IDENTIFICATION NUMBER,C,,,,
GIR.C206,GIR::C206 IDENTIFICATION NUMBER,Composite used in segment GIR (Related identification numbers).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIR/C206,DETAIL,,0990,GIR,Related identification numbers,C,1000,040,COMPOSITE,C206,IDENTIFICATION NUMBER,C,,,,
GIR.C206,GIR::C206 IDENTIFICATION NUMBER,Composite used in segment GIR (Related identification numbers).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIR/C206,DETAIL,,0990,GIR,Related identification numbers,C,1000,050,COMPOSITE,C206,IDENTIFICATION NUMBER,C,,,,
GIR.C206,GIR::C206 IDENTIFICATION NUMBER,Composite used in segment GIR (Related identification numbers).,NO,1000,,,,,/EDIFACT/INVOIC/DETAIL//GIR/C206,DETAIL,,0990,GIR,Related identification numbers,C,1000,060,COMPOSITE,C206,IDENTIFICATION NUMBER,C,,,,
QVR.C279,QVR::C279 QUANTITY DIFFERENCE INFORMATION,Composite used in segment QVR (Quantity variances).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//QVR/C279,DETAIL,,1000,QVR,Quantity variances,C,1,010,COMPOSITE,C279,QUANTITY DIFFERENCE INFORMATION,C,,,,
QVR.4221,"Discrepancy, coded","DISCREPANCY, CODED (in segment QVR Quantity variances).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//QVR/4221,DETAIL,,1000,QVR,Quantity variances,C,1,020,ELEMENT,4221,"DISCREPANCY, CODED",C,an..3,an..3,"Discrepancy, coded","AN=Available now - no shipping schedule | AS=Available now - scheduled to ship (date) | BK=Back ordered from previous order | BP=Shipment partial - back order to follow | CA=Customer inquiry - all items | CC=Shipment complete | CE=Shipment includes extra items to meet price break | CI=Customer inquiry - shipped items only | CK=Cancelled from previous order | CM=Shipment complete with additional quantity | CN=Next carrier, PVE - (date) | CO=Customer inquiry - unshipped items only | CP=Shipment partial - considered complete, no backorder | CS=Shipment complete with substitution | IC=Item cancelled | IS=Item represents substitution from original order | LS=Last shipment (date) | NF=Not yet published | NN=Not in process - no shipping schedule | NS=Not in process - schedule to ship (date) | OF=Order sent to factory for production (date) | OM=Item sent to factory for production (date) | OP=Out of print | OS=Item out of stock because of strike of force majeure | OW=Item out of stock at wholesaler | PA=Purchase order inquiry - all items | PD=Purchase order complete | PI=Purchase order inquiry - shipped items only | PK=Packed-to-date (date) | PN=In process - no shipping schedule | PO=Purchase order inquiry - unshipped items only | PP=Purchase order inquiry - specific items | PS=In process - scheduled to ship (date) | RA=Item rationed | SL=Shipped-to-date (date) | SP=Scheduled for production at factory | SS=Split shipment | TW=Item temporary discontinued by wholesaler | UR=Unsolicited report | ZZZ=Mutually defined"
QVR.C960,QVR::C960 REASON FOR CHANGE,Composite used in segment QVR (Quantity variances).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//QVR/C960,DETAIL,,1000,QVR,Quantity variances,C,1,030,COMPOSITE,C960,REASON FOR CHANGE,C,,,,
EQD.8053,Equipment qualifier,EQUIPMENT QUALIFIER (in segment EQD Equipment details).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//EQD/8053,DETAIL,,1010,EQD,Equipment details,C,1,010,ELEMENT,8053,EQUIPMENT QUALIFIER,M,an..3,an..3,Equipment qualifier,
EQD.C237,EQD::C237 EQUIPMENT IDENTIFICATION,Composite used in segment EQD (Equipment details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//EQD/C237,DETAIL,,1010,EQD,Equipment details,C,1,020,COMPOSITE,C237,EQUIPMENT IDENTIFICATION,C,,,,
EQD.C224,EQD::C224 EQUIPMENT SIZE AND TYPE,Composite used in segment EQD (Equipment details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL//EQD/C224,DETAIL,,1010,EQD,Equipment details,C,1,030,COMPOSITE,C224,EQUIPMENT SIZE AND TYPE,C,,,,
